inchi_key,inchi,name,atom_bag,p_kas,smiles,major_ms,number_of_protons,charges,cross_references
LJCWONGJFPCTTL-SSDOTTSWSA-N,"InChI=1S/C8H9NO3/c9-7(8(11)12)5-1-3-6(10)4-2-5/h1-4,7,10H,9H2,(H,11,12)/t7-/m1/s1",KEGG:C03493,"{""N"": 1, ""H"": 9, ""C"": 8, ""O"": 3, ""e-"": 88}","[9.55, 8.57, 1.74]",[NH3+][C@@H](C([O-])=O)C1=CC=C(O)C=C1,2.0,"[7, 8, 9, 10]","[-2, -1, 0, 1]",KEGG:C03493
NQEQTYPJSIEPHW-MNOVXSKESA-N,"InChI=1S/C11H14NO6P/c13-10(6-18-19(15,16)17)11(14)8-5-12-9-4-2-1-3-7(8)9/h1-5,10-14H,6H2,(H2,15,16,17)/t10-,11+/m1/s1",KEGG:C03506,"{""O"": 6, ""C"": 11, ""H"": 12, ""P"": 1, ""N"": 1, ""e-"": 150}","[13.1, 6.51, 1.49]",O[C@H](COP([O-])([O-])=O)[C@@H](O)C1=CNC2=CC=CC=C12,1.0,"[11, 12, 13, 14]","[-3, -2, -1, 0]",KEGG:C03506
KEGG:C03511,,KEGG:C03511,{},[],,0.0,[],[],KEGG:C03511
KSWRTSFNOKOHBE-BIAPBZAGSA-N,"InChI=1S/C8H15NO7/c10-1-3-6(13)7(14)5(8(15)16-3)9-4(12)2-11/h3,5-8,10-11,13-15H,1-2H2,(H,9,12)/t3-,5+,6-,7-,8+/m1/s1",KEGG:C03521,"{""O"": 7, ""C"": 8, ""H"": 15, ""N"": 1, ""e-"": 126}","[12.98, 11.71, 3.74, 0.51]",OC[C@H]1O[C@H](O)[C@@H](NC(=O)CO)[C@@H](O)[C@@H]1O,2.0,"[13, 14, 15, 16, 17]","[-2, -1, 0, 1, 2]",KEGG:C03521
QQVDJLLNRSOCEL-UHFFFAOYSA-N,"InChI=1S/C2H8NO3P/c3-1-2-7(4,5)6/h1-3H2,(H2,4,5,6)",KEGG:C03557,"{""N"": 1, ""H"": 8, ""C"": 2, ""P"": 1, ""O"": 3, ""e-"": 66}","[10.43, 8.07, 1.53]",[NH3+]CCP(O)([O-])=O,2.0,"[6, 7, 8, 9]","[-2, -1, 0, 1]",KEGG:C03557
QHHKKMYHDBRONY-WZZMXTMRSA-N,"InChI=1S/C25H42N7O18P3S/c1-13(33)8-16(35)54-7-6-27-15(34)4-5-28-23(38)20(37)25(2,3)10-47-53(44,45)50-52(42,43)46-9-14-19(49-51(39,40)41)18(36)24(48-14)32-12-31-17-21(26)29-11-30-22(17)32/h11-14,18-20,24,33,36-37H,4-10H2,1-3H3,(H,27,34)(H,28,38)(H,42,43)(H,44,45)(H2,26,29,30)(H2,39,40,41)/t13-,14-,18-,19-,20+,24-/m1/s1",KEGG:C03561,"{""C"": 25, ""H"": 38, ""O"": 18, ""S"": 1, ""N"": 7, ""P"": 3, ""e-"": 446}","[6.16, 5.59, 4.86, 3.79, 3.12, 0.91, 0.82]",C[C@@H](O)CC(=O)SCCNC(=O)CCNC(=O)[C@H](O)C(C)(C)COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12,0.0,"[38, 39, 40, 41, 42, 43, 44, 45]","[-4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C03561
RHTAIKJZSXNELN-UHFFFAOYSA-N,"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h1-3H2,(H,7,8)",KEGG:C03564,"{""O"": 2, ""C"": 5, ""N"": 1, ""H"": 7, ""e-"": 60}","[3.93, 1.72]",[O-]C(=O)C1=[NH+]CCC1,0.0,"[7, 8, 9]","[0, 1, 2]",KEGG:C03564
JHEDABDMLBOYRG-VZRUIPTFSA-N,"InChI=1S/C15H25N3O14P2/c1-6-7(19)4-8(20)14(29-6)31-34(26,27)32-33(24,25)28-5-9-11(21)12(22)13(30-9)18-3-2-10(16)17-15(18)23/h2-3,6-9,11-14,19-22H,4-5H2,1H3,(H,24,25)(H,26,27)(H2,16,17,23)/t6-,7+,8-,9-,11-,12-,13-,14-/m1/s1",KEGG:C03598,"{""C"": 15, ""H"": 23, ""O"": 14, ""P"": 2, ""N"": 3, ""e-"": 278}","[13.91, 13.27, 12.49, 5.92, 3.51, 2.92, 1.72]",C[C@H]1O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(N)=NC2=O)[C@H](O)C[C@@H]1O,3.0,"[20, 21, 22, 23, 24, 25, 26, 27]","[-5, -4, -3, -2, -1, 0, 1, 2]",KEGG:C03598
JHEDABDMLBOYRG-LLWSESFUSA-N,"InChI=1S/C15H25N3O14P2/c1-6-7(19)4-8(20)14(29-6)31-34(26,27)32-33(24,25)28-5-9-11(21)12(22)13(30-9)18-3-2-10(16)17-15(18)23/h2-3,6-9,11-14,19-22H,4-5H2,1H3,(H,24,25)(H,26,27)(H2,16,17,23)/t6-,7+,8+,9-,11-,12-,13-,14-/m1/s1",KEGG:C03599,"{""C"": 15, ""H"": 23, ""O"": 14, ""P"": 2, ""N"": 3, ""e-"": 278}","[13.91, 13.27, 12.49, 5.92, 3.51, 2.92, 1.72]",C[C@H]1O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(N)=NC2=O)[C@@H](O)C[C@@H]1O,3.0,"[20, 21, 22, 23, 24, 25, 26, 27]","[-5, -4, -3, -2, -1, 0, 1, 2]",KEGG:C03599
LXRUAYBIUSUULX-HRFVKAFMSA-N,"InChI=1S/C5H9NO4/c1-2(4(7)8)3(6)5(9)10/h2-3H,6H2,1H3,(H,7,8)(H,9,10)/t2-,3-/m0/s1",KEGG:C03618,"{""C"": 5, ""H"": 8, ""N"": 1, ""O"": 4, ""e-"": 78}","[9.68, 5.22, 1.87]",C[C@@H]([C@H]([NH3+])C([O-])=O)C([O-])=O,1.0,"[7, 8, 9, 10]","[-2, -1, 0, 1]",KEGG:C03618
WTIIULQJLZEHGZ-AWFVSMACSA-N,"InChI=1S/C6H10O5/c1-3(4(7)8)6(2,11)5(9)10/h3,11H,1-2H3,(H,7,8)(H,9,10)/t3-,6-/m1/s1",KEGG:C03652,"{""C"": 6, ""H"": 8, ""O"": 5, ""e-"": 86}","[13.92, 5.4, 3.5]",C[C@H](C([O-])=O)[C@@](C)(O)C([O-])=O,1.0,"[7, 8, 9, 10]","[-3, -2, -1, 0]",KEGG:C03652
FAASBXNEOGMQHS-BYPYZUCNSA-N,"InChI=1S/C6H11NO3/c1-4(7)2-5(8)3-6(9)10/h4H,2-3,7H2,1H3,(H,9,10)/t4-/m0/s1",KEGG:C03656,"{""C"": 6, ""H"": 11, ""N"": 1, ""O"": 3, ""e-"": 78}","[9.89, 4.08]",C[C@H]([NH3+])CC(=O)CC([O-])=O,1.0,"[10, 11, 12]","[-1, 0, 1]",KEGG:C03656
HEXMLHKQVUFYME-UHFFFAOYSA-N,"InChI=1S/C6H8N2O3/c9-5(10)2-1-4-6(11)8-3-7-4/h3-4H,1-2H2,(H,9,10)(H,7,8,11)",KEGG:C03680,"{""O"": 3, ""C"": 6, ""N"": 2, ""H"": 7, ""e-"": 82}","[4.26, 3.45, 2.91]",[O-]C(=O)CCC1N=CNC1=O,0.0,"[7, 8, 9, 10]","[-1, 0, 1, 2]",KEGG:C03680
KEGG:C03688,,KEGG:C03688,{},[],,0.0,[],[],KEGG:C03688
DQQLZADYSWBCOX-REOHCLBHSA-N,"InChI=1S/C5H6N2O4/c8-3(9)1-2-4(10)7-5(11)6-2/h2H,1H2,(H,8,9)(H2,6,7,10,11)/t2-/m0/s1",KEGG:C03703,"{""O"": 4, ""C"": 5, ""H"": 5, ""N"": 2, ""e-"": 82}","[4.37, 3.62, 2.6, 0.23]",[O-]C(=O)C[C@@H]1NC(=O)NC1=O,0.0,"[5, 6, 7, 8, 9]","[-1, 0, 1, 2, 3]",KEGG:C03703
OFBHPPMPBOJXRT-VWJPMABRSA-N,"InChI=1S/C14H18N5O11P/c20-7(21)1-5(14(24)25)18-11-8-12(16-3-15-11)19(4-17-8)13-10(23)9(22)6(30-13)2-29-31(26,27)28/h3-6,9-10,13,22-23H,1-2H2,(H,20,21)(H,24,25)(H,15,16,18)(H2,26,27,28)/t5-,6+,9+,10+,13+/m0/s1",KEGG:C03794,"{""O"": 11, ""C"": 14, ""H"": 14, ""P"": 1, ""N"": 5, ""e-"": 240}","[12.6, 6.28, 5.1, 4.5, 2.13, 1.22]",O[C@@H]1[C@@H](COP([O-])([O-])=O)O[C@H]([C@@H]1O)N1C=NC2=C(N[C@@H](CC([O-])=O)C([O-])=O)N=CN=C12,1.0,"[13, 14, 15, 16, 17, 18, 19]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C03794
KEGG:C03875,,KEGG:C03875,{},[],,0.0,[],[],KEGG:C03875
DWAKNKKXGALPNW-BYPYZUCNSA-N,"InChI=1S/C5H7NO2/c7-5(8)4-2-1-3-6-4/h3-4H,1-2H2,(H,7,8)/t4-/m0/s1",KEGG:C03912,"{""O"": 2, ""C"": 5, ""H"": 6, ""N"": 1, ""e-"": 60}","[6.07, 1.82]",[O-]C(=O)[C@@H]1CCC=N1,0.0,"[6, 7, 8]","[-1, 0, 1]",KEGG:C03912
CNLFCQPCBQQMHK-XINAWCOVSA-N,"InChI=1S/C6H10O6/c7-2-4(9)6(12)3(8)1-5(10)11/h4,6-7,9,12H,1-2H2,(H,10,11)/t4-,6+/m1/s1",KEGG:C03926,"{""O"": 6, ""C"": 6, ""H"": 9, ""e-"": 94}","[12.32, 3.75]",OC[C@@H](O)[C@@H](O)C(=O)CC([O-])=O,1.0,"[8, 9, 10]","[-2, -1, 0]",KEGG:C03926
KEGG:C03939,,KEGG:C03939,{},[],,0.0,[],[],KEGG:C03939
PCEJMSIIDXUDSN-IUYQGCFVSA-N,"InChI=1S/C5H12N2O2/c1-3(6)2-4(7)5(8)9/h3-4H,2,6-7H2,1H3,(H,8,9)/t3-,4+/m0/s1",KEGG:C03943,"{""C"": 5, ""H"": 13, ""N"": 2, ""O"": 2, ""e-"": 72}","[10.15, 7.99, 2.64]",C[C@H]([NH3+])C[C@@H]([NH3+])C([O-])=O,2.0,"[11, 12, 13, 14]","[-1, 0, 1, 2]",KEGG:C03943
UWYVPFMHMJIBHE-UPHRSURJSA-N,"InChI=1S/C4H4O5/c5-2(4(8)9)1-3(6)7/h1,5H,(H,6,7)(H,8,9)/b2-1-",KEGG:C03981,"{""O"": 5, ""C"": 4, ""H"": 2, ""e-"": 68}","[11.59, 3.71, 2.71]",[O-]C(=O)CC(=O)C([O-])=O,1.0,"[1, 2, 3, 4]","[-3, -2, -1, 0]",KEGG:C03981
JBYXPOFIGCOSSB-GOJKSUSPSA-N,"InChI=1S/C18H32O2/c1-2-3-4-5-6-7-8-9-10-11-12-13-14-15-16-17-18(19)20/h7-10H,2-6,11-17H2,1H3,(H,19,20)/b8-7+,10-9-",KEGG:C04056,"{""C"": 18, ""O"": 2, ""H"": 31, ""e-"": 156}",[4.99],CCCCCC\C=C\C=C/CCCCCCCC([O-])=O,0.0,"[31, 32]","[-1, 0]",KEGG:C04056
GEJXSVNGWOSZPC-UHFFFAOYSA-N,"InChI=1S/C6H9NO2/c8-6(9)5-3-1-2-4-7-5/h1-4H2,(H,8,9)",KEGG:C04092,"{""O"": 2, ""C"": 6, ""N"": 1, ""H"": 9, ""e-"": 68}","[4.09, 1.89]",[O-]C(=O)C1=[NH+]CCCC1,0.0,"[9, 10, 11]","[0, 1, 2]",KEGG:C04092
HPEKPJGPWNSAAV-UHFFFAOYSA-N,"InChI=1S/C6H6O4/c7-5(8)3-4-1-2-6(9)10-4/h1-2,4H,3H2,(H,7,8)",KEGG:C04105,"{""O"": 4, ""C"": 6, ""H"": 5, ""e-"": 74}","[10.46, 3.85]",[O-]C(=O)CC1OC(=O)C=C1,1.0,"[4, 5, 6]","[-2, -1, 0]",KEGG:C04105
GUYHPGUANSLONG-SNAWJCMRSA-N,"InChI=1S/C7H13NO2/c1-8(2,3)6-4-5-7(9)10/h4-5H,6H2,1-3H3/b5-4+",KEGG:C04114,"{""C"": 7, ""N"": 1, ""O"": 2, ""H"": 13, ""e-"": 78}",[4.3],C[N+](C)(C)C\C=C\C([O-])=O,0.0,"[13, 14]","[0, 1]",KEGG:C04114
IMXSCCDUAFEIOE-GDVGLLTNSA-N,"InChI=1S/C9H18N4O4/c1-5(7(14)15)13-6(8(16)17)3-2-4-12-9(10)11/h5-6,13H,2-4H2,1H3,(H,14,15)(H,16,17)(H4,10,11,12)/t5?,6-/m0/s1",KEGG:C04137,"{""C"": 9, ""N"": 4, ""H"": 18, ""O"": 4, ""e-"": 132}","[12.15, 9.57, 3.4, 2.68]",CC([NH2+][C@@H](CCCNC(N)=[NH2+])C([O-])=O)C([O-])=O,2.0,"[16, 17, 18, 19, 20]","[-2, -1, 0, 1, 2]",KEGG:C04137
JTFITTQBRJDSTL-KVTDHHQDSA-N,"InChI=1S/C6H13O7PS/c1-15-2-3-4(7)5(8)6(12-3)13-14(9,10)11/h3-8H,2H2,1H3,(H2,9,10,11)/t3-,4-,5-,6-/m1/s1",KEGG:C04188,"{""C"": 6, ""S"": 1, ""H"": 11, ""O"": 7, ""P"": 1, ""e-"": 136}","[13.95, 12.3, 6.22, 1.16]",CSC[C@H]1O[C@H](OP([O-])([O-])=O)[C@H](O)[C@@H]1O,2.0,"[9, 10, 11, 12, 13]","[-4, -3, -2, -1, 0]",KEGG:C04188
KEGG:C04246,,KEGG:C04246,{},[],,0.0,[],[],KEGG:C04246
FZLJPEPAYPUMMR-RTRLPJTCSA-N,"InChI=1S/C8H16NO9P/c1-3(11)9-5-7(13)6(12)4(2-10)17-8(5)18-19(14,15)16/h4-8,10,12-13H,2H2,1H3,(H,9,11)(H2,14,15,16)/t4-,5-,6-,7-,8?/m1/s1",KEGG:C04256,"{""C"": 8, ""O"": 9, ""N"": 1, ""H"": 14, ""P"": 1, ""e-"": 158}","[12.9, 6.32, 5.57, 1.59, 0.79]",CC(=O)N[C@@H]1[C@@H](O)[C@H](O)[C@@H](CO)OC1OP([O-])([O-])=O,1.0,"[13, 14, 15, 16, 17, 18]","[-3, -2, -1, 0, 1, 2]",KEGG:C04256
BRGMHAYQAZFZDJ-ZTVVOAFPSA-N,"InChI=1S/C8H16NO9P/c1-3(10)9-5-7(12)6(11)4(18-8(5)13)2-17-19(14,15)16/h4-8,11-13H,2H2,1H3,(H,9,10)(H2,14,15,16)/t4-,5+,6-,7-,8?/m1/s1",KEGG:C04257,"{""C"": 8, ""O"": 9, ""N"": 1, ""H"": 14, ""P"": 1, ""e-"": 158}","[12.99, 11.71, 6.47, 5.57, 1.61, 1.0]",CC(=O)N[C@@H]1C(O)O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@@H]1O,2.0,"[12, 13, 14, 15, 16, 17, 18]","[-4, -3, -2, -1, 0, 1, 2]",KEGG:C04257
UIVJXHWSIFBBCY-LPGAPTBISA-N,"InChI=1S/C16H27N3O14P2/c1-6-4-19(16(24)18-14(6)23)10-3-8(20)9(31-10)5-29-34(25,26)33-35(27,28)32-15-13(22)12(21)11(17)7(2)30-15/h4,7-13,15,20-22H,3,5,17H2,1-2H3,(H,25,26)(H,27,28)(H,18,23,24)/t7-,8+,9-,10-,11-,12+,13-,15-/m1/s1",KEGG:C04268,"{""C"": 16, ""H"": 26, ""O"": 14, ""P"": 2, ""N"": 3, ""e-"": 286}","[13.81, 12.35, 8.89, 7.59, 3.18, 1.73]",C[C@H]1O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H](C[C@@H]2O)N2C=C(C)C(=O)NC2=O)[C@H](O)[C@@H](O)[C@@H]1[NH3+],4.0,"[22, 23, 24, 25, 26, 27, 28]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C04268
OCYMERZCMYJQQO-UHFFFAOYSA-N,"InChI=1S/C6H10NO4PS/c1-5-6(13-4-7-5)2-3-11-12(8,9)10/h4H,2-3H2,1H3,(H2,8,9,10)",KEGG:C04327,"{""C"": 6, ""O"": 4, ""P"": 1, ""S"": 1, ""N"": 1, ""H"": 8, ""e-"": 116}","[6.69, 2.58, 1.61]",CC1=C(CCOP([O-])([O-])=O)SC=N1,0.0,"[8, 9, 10, 11]","[-2, -1, 0, 1]",KEGG:C04327
HJQWLHMLMCDAEL-ZTGLTYRUSA-N,"InChI=1S/C25H40N7O20P3S/c1-25(2,19(37)22(38)28-4-3-14(34)27-5-6-56-15(35)7-12(33)24(39)40)9-49-55(46,47)52-54(44,45)48-8-13-18(51-53(41,42)43)17(36)23(50-13)32-11-31-16-20(26)29-10-30-21(16)32/h10-13,17-19,23,33,36-37H,3-9H2,1-2H3,(H,27,34)(H,28,38)(H,39,40)(H,44,45)(H,46,47)(H2,26,29,30)(H2,41,42,43)/t12-,13+,17+,18+,19-,23+/m0/s1",KEGG:C04348,"{""C"": 25, ""O"": 20, ""P"": 3, ""H"": 35, ""N"": 7, ""S"": 1, ""e-"": 460}","[6.08, 5.44, 4.2, 3.72, 3.3, 2.85, 1.87, 0.82]",CC(C)(COP([O-])(=O)OP([O-])(=O)OC[C@H]1O[C@H]([C@H](O)[C@@H]1OP([O-])([O-])=O)N1C=NC2=C(N)N=CN=C12)[C@@H](O)C(=O)NCCC(=O)NCCSC(=O)C[C@H](O)C([O-])=O,0.0,"[35, 36, 37, 38, 39, 40, 41, 42, 43]","[-5, -4, -3, -2, -1, 0, 1, 2, 3]",KEGG:C04348
ZPJHINFPRQWKIH-UHFFFAOYSA-N,"InChI=1S/C9H8I2O4/c10-5-1-4(2-6(11)8(5)13)3-7(12)9(14)15/h1-2,7,12-13H,3H2,(H,14,15)",KEGG:C04367,"{""O"": 4, ""C"": 9, ""I"": 2, ""H"": 7, ""e-"": 200}","[7.26, 2.16]",OC(CC1=CC(I)=C(O)C(I)=C1)C([O-])=O,1.0,"[6, 7, 8]","[-2, -1, 0]",KEGG:C04367
GBMIGEWJAPFSQI-CAFBYHECSA-N,"InChI=1S/C31H45N6O16P/c1-13-22-14(2)36(12-37(22)23-27(33-13)34-31(32)35-28(23)45)16-5-3-15(4-6-16)9-17(38)24(42)18(39)10-50-30-26(44)25(43)20(52-30)11-51-54(48,49)53-19(29(46)47)7-8-21(40)41/h3-6,13-14,17-20,22,24-26,30,38-39,42-44H,7-12H2,1-2H3,(H,40,41)(H,46,47)(H,48,49)(H4,32,33,34,35,45)/t13-,14+,17-,18+,19-,20+,22+,24-,25+,26+,30-/m0/s1",KEGG:C04377,"{""C"": 31, ""H"": 42, ""N"": 6, ""O"": 16, ""P"": 1, ""e-"": 416}","[11.55, 6.14, 3.75, 2.94, 1.75]",C[C@@H]1[C@H]2[C@H](C)NC3=C(N2CN1C1=CC=C(C[C@H](O)[C@H](O)[C@H](O)CO[C@H]2O[C@H](COP([O-])(=O)O[C@@H](CCC([O-])=O)C([O-])=O)[C@@H](O)[C@H]2O)C=C1)C(=O)N=C(N)N3,1.0,"[41, 42, 43, 44, 45, 46]","[-4, -3, -2, -1, 0, 1]",KEGG:C04377
GLXUWZBUPATPBR-BQBZGAKWSA-N,"InChI=1S/C11H18N2O7/c12-6(10(17)18)2-1-3-7(11(19)20)13-8(14)4-5-9(15)16/h6-7H,1-5,12H2,(H,13,14)(H,15,16)(H,17,18)(H,19,20)/t6-,7-/m0/s1",KEGG:C04421,"{""N"": 2, ""H"": 16, ""C"": 11, ""O"": 7, ""e-"": 154}","[9.53, 5.78, 4.33, 3.59, 1.91, 1.01]",[NH3+][C@@H](CCC[C@H](NC(=O)CCC([O-])=O)C([O-])=O)C([O-])=O,1.0,"[15, 16, 17, 18, 19, 20, 21]","[-3, -2, -1, 0, 1, 2, 3]",KEGG:C04421
OVPRPPOVAXRCED-WVZVXSGGSA-N,"InChI=1S/C6H11O9P/c7-3(1-4(8)6(10)11)5(9)2-15-16(12,13)14/h3,5,7,9H,1-2H2,(H,10,11)(H2,12,13,14)/t3-,5+/m0/s1",KEGG:C04442,"{""O"": 9, ""C"": 6, ""H"": 8, ""P"": 1, ""e-"": 134}","[13.33, 6.62, 2.98, 1.48]",O[C@H](COP([O-])([O-])=O)[C@@H](O)CC(=O)C([O-])=O,1.0,"[7, 8, 9, 10, 11]","[-4, -3, -2, -1, 0]",KEGG:C04442
SDVXSCSNVVZWDD-LURJTMIESA-N,"InChI=1S/C11H15NO8/c13-7(11(19)20)3-1-2-6(10(17)18)12-8(14)4-5-9(15)16/h6H,1-5H2,(H,12,14)(H,15,16)(H,17,18)(H,19,20)/t6-/m0/s1",KEGG:C04462,"{""O"": 8, ""C"": 11, ""N"": 1, ""H"": 12, ""e-"": 152}","[5.61, 4.31, 3.53, 2.77, 0.84]",[O-]C(=O)CCC(=O)N[C@@H](CCCC(=O)C([O-])=O)C([O-])=O,0.0,"[12, 13, 14, 15, 16, 17]","[-3, -2, -1, 0, 1, 2]",KEGG:C04462
KEGG:C04618,,KEGG:C04618,{},[],,0.0,[],[],KEGG:C04618
VXPBDCBTMSKCKZ-XQHNHVHJSA-N,"InChI=1S/C20H32O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,16-17,19,23H,2-11,14H2,1H3,(H,24,25)/b13-12+/t16-,17-,19-/m1/s1",KEGG:C04654,"{""C"": 20, ""O"": 5, ""H"": 31, ""e-"": 192}",[4.35],CCCCCC(=O)C=C[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC([O-])=O,0.0,"[31, 32]","[-1, 0]",KEGG:C04654
NOTGFIUVDGNKRI-UUOKFMHZSA-N,"InChI=1S/C9H15N4O8P/c10-7-4(8(11)16)12-2-13(7)9-6(15)5(14)3(21-9)1-20-22(17,18)19/h2-3,5-6,9,14-15H,1,10H2,(H2,11,16)(H2,17,18,19)/t3-,5-,6-,9-/m1/s1",KEGG:C04677,"{""N"": 4, ""C"": 9, ""O"": 8, ""H"": 13, ""P"": 1, ""e-"": 176}","[13.98, 12.46, 7.49, 6.44, 5.85, 4.59, 1.22]",NC(=O)C1=C(N)N(C=N1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,3.0,"[10, 11, 12, 13, 14, 15, 16, 17]","[-5, -4, -3, -2, -1, 0, 1, 2]",KEGG:C04677
KEGG:C04688,,KEGG:C04688,{},[],,0.0,[],[],KEGG:C04688
ABCOOORLYAOBOZ-KQYNXXCUSA-N,"InChI=1S/C10H15N4O9P/c11-8(18)5-9(13-3-15)14(2-12-5)10-7(17)6(16)4(23-10)1-22-24(19,20)21/h2-4,6-7,10,16-17H,1H2,(H2,11,18)(H,13,15)(H2,19,20,21)/t4-,6-,7-,10-/m1/s1",KEGG:C04734,"{""N"": 4, ""C"": 10, ""O"": 9, ""H"": 13, ""P"": 1, ""e-"": 190}","[13.61, 12.44, 6.25, 3.51, 1.98, 1.14]",NC(=O)C1=C(NC=O)N(C=N1)[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O,2.0,"[11, 12, 13, 14, 15, 16, 17]","[-4, -3, -2, -1, 0, 1, 2]",KEGG:C04734
TZSJGZGYQDNRRX-MPLCHSTDSA-N,"InChI=1S/C31H53N3O19P2/c1-3-4-5-6-7-8-9-10-11-12-19(37)15-23(39)51-28-24(32-18(2)36)30(50-20(16-35)26(28)41)52-55(46,47)53-54(44,45)48-17-21-25(40)27(42)29(49-21)34-14-13-22(38)33-31(34)43/h13-14,19-21,24-30,35,37,40-42H,3-12,15-17H2,1-2H3,(H,32,36)(H,44,45)(H,46,47)(H,33,38,43)/t19-,20-,21-,24-,25-,26-,27-,28-,29-,30-/m1/s1",KEGG:C04738,"{""C"": 31, ""H"": 51, ""O"": 19, ""P"": 2, ""N"": 3, ""e-"": 442}","[13.12, 12.43, 7.59, 5.62, 3.18, 1.73]",CCCCCCCCCCC[C@@H](O)CC(=O)O[C@H]1[C@H](O)[C@@H](CO)O[C@H](OP([O-])(=O)OP([O-])(=O)OC[C@H]2O[C@H]([C@H](O)[C@@H]2O)N2C=CC(=O)NC2=O)[C@@H]1NC(C)=O,3.0,"[48, 49, 50, 51, 52, 53, 54]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C04738
GMVPRGQOIOIIMI-DWKJAMRDSA-N,"InChI=1S/C20H34O5/c1-2-3-6-9-15(21)12-13-17-16(18(22)14-19(17)23)10-7-4-5-8-11-20(24)25/h12-13,15-17,19,21,23H,2-11,14H2,1H3,(H,24,25)/b13-12+/t15-,16+,17+,19+/m0/s1",KEGG:C04741,"{""C"": 20, ""H"": 33, ""O"": 5, ""e-"": 194}",[4.35],CCCCC[C@H](O)\C=C\[C@H]1[C@H](O)CC(=O)[C@@H]1CCCCCCC([O-])=O,0.0,"[33, 34]","[-1, 0]",KEGG:C04741
XFVULMDJZXYMSG-ZIYNGMLESA-N,"InChI=1S/C9H14N3O9P/c10-7-4(9(15)16)11-2-12(7)8-6(14)5(13)3(21-8)1-20-22(17,18)19/h2-3,5-6,8,13-14H,1,10H2,(H,15,16)(H2,17,18,19)/t3-,5-,6-,8-/m1/s1",KEGG:C04751,"{""N"": 3, ""C"": 9, ""H"": 12, ""O"": 9, ""P"": 1, ""e-"": 176}","[13.98, 12.46, 7.11, 6.19, 2.14, 1.17]",NC1=C([NH+]=CN1[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O)C([O-])=O,3.0,"[9, 10, 11, 12, 13, 14, 15]","[-5, -4, -3, -2, -1, 0, 1]",KEGG:C04751
AGQJQCFEPUVXNK-UHFFFAOYSA-N,"InChI=1S/C6H11N3O7P2/c1-4-8-2-5(6(7)9-4)3-15-18(13,14)16-17(10,11)12/h2H,3H2,1H3,(H,13,14)(H2,7,8,9)(H2,10,11,12)",KEGG:C04752,"{""C"": 6, ""N"": 3, ""H"": 9, ""O"": 7, ""P"": 2, ""e-"": 154}","[7.42, 4.32, 3.16, 1.76]",CC1=[NH+]C=C(COP([O-])(=O)OP([O-])([O-])=O)C(N)=N1,1.0,"[8, 9, 10, 11, 12]","[-3, -2, -1, 0, 1]",KEGG:C04752
NAQGHJTUZRHGAC-ZZZDFHIKSA-N,"InChI=1S/C13H19N4O12P/c14-10-7(11(22)16-4(13(23)24)1-6(18)19)15-3-17(10)12-9(21)8(20)5(29-12)2-28-30(25,26)27/h3-5,8-9,12,20-21H,1-2,14H2,(H,16,22)(H,18,19)(H,23,24)(H2,25,26,27)/t4-,5+,8+,9+,12+/m0/s1",KEGG:C04823,"{""N"": 4, ""C"": 13, ""H"": 15, ""O"": 12, ""P"": 1, ""e-"": 236}","[12.6, 7.25, 6.3, 5.58, 4.77, 3.08, 1.22]",NC1=C(N=CN1[C@@H]1O[C@H](COP([O-])([O-])=O)[C@@H](O)[C@H]1O)C(=O)N[C@@H](CC([O-])=O)C([O-])=O,2.0,"[13, 14, 15, 16, 17, 18, 19, 20]","[-6, -5, -4, -3, -2, -1, 0, 1]",KEGG:C04823
